ds,revenue,demand,sales
2025-08-28,14905.23,319.0,140.0
2025-08-29,12964.24,301.0,133.0
2025-08-30,12573.64,314.0,133.0
2025-08-31,9216.9,211.0,100.0
2025-09-01,9330.58,200.0,92.0
2025-09-02,13509.01,317.0,128.0
2025-09-03,15972.08,370.0,159.0
2025-09-04,16343.67,373.0,152.0
2025-09-05,17570.47,393.0,159.0
2025-09-06,14464.54,319.0,143.0
2025-09-07,12441.0,278.0,123.0
2025-09-08,11549.62,258.0,122.0
2025-09-09,12041.81,296.0,129.0
2025-09-10,19054.28,388.0,158.0
2025-09-11,16266.84,424.0,170.0
2025-09-12,11110.55,252.0,125.0
2025-09-13,11552.07,267.0,116.0
2025-09-14,13588.24,277.0,111.0
2025-09-15,12421.99,252.0,108.0
2025-09-16,13846.55,311.0,131.0
2025-09-17,15873.71,381.0,157.0
2025-09-18,18297.68,422.0,168.0
2025-09-19,18411.39,400.0,173.0
2025-09-20,13119.75,292.0,127.0
2025-09-21,13808.22,301.0,127.0
2025-09-22,12901.68,325.0,138.0
2025-09-23,17087.37,373.0,165.0
2025-09-24,19996.48,443.0,181.0
2025-09-25,18217.54,409.0,178.0
2025-09-26,14167.22,296.0,144.0
2025-09-27,13877.54,325.0,148.0
2025-09-28,10869.06,249.0,121.0
2025-09-29,15227.08,353.0,152.0
2025-09-30,17464.51,391.0,174.0
2025-10-01,17698.43,399.0,184.0
2025-10-02,18766.33,401.0,174.0
2025-10-03,22646.04,512.0,205.0
2025-10-04,15772.5,352.0,157.0
2025-10-05,12375.3,268.0,130.0
2025-10-06,14298.81,327.0,155.0
2025-10-07,13224.62,322.0,143.0
2025-10-08,19797.04,423.0,186.0
2025-10-09,24745.39,501.0,201.0
2025-10-10,21095.9,456.0,198.0
2025-10-11,14101.29,309.0,131.0
2025-10-12,12953.49,308.0,141.0
2025-10-13,13422.08,322.0,141.0
2025-10-14,18070.41,421.0,169.0
2025-10-15,20713.88,459.0,197.0
2025-10-16,19415.31,468.0,202.0
2025-10-17,21102.02,470.0,192.0
2025-10-18,15102.8,333.0,158.0
2025-10-19,11003.21,245.0,119.0
2025-10-20,16475.41,356.0,145.0
2025-10-21,15699.28,334.0,131.0
2025-10-22,19842.97,434.0,193.0
2025-10-23,22783.39,485.0,193.0
2025-10-24,20739.13,448.0,194.0
2025-10-25,14191.79,330.0,148.0
2025-10-26,13127.94,268.0,128.0
2025-10-27,13355.71,327.0,136.0
2025-10-28,21575.75,440.0,177.0
2025-10-29,21069.04,450.0,183.0
2025-10-30,23410.36,503.0,232.0
2025-10-31,20358.1,424.0,183.0
2025-11-01,17633.65,396.0,160.0
2025-11-02,16794.71,375.0,171.0
2025-11-03,14652.27,324.0,141.0
2025-11-04,17006.76,386.0,166.0
2025-11-05,21124.02,477.0,214.0
2025-11-06,23178.16,511.0,226.0
2025-11-07,20296.2,445.0,187.0
2025-11-08,15075.23,333.0,143.0
2025-11-09,17437.65,391.0,162.0
2025-11-10,16137.08,359.0,159.0
2025-11-11,16635.73,353.0,161.0
2025-11-12,18309.06,416.0,184.0
2025-11-13,21152.48,485.0,215.0
2025-11-14,20910.9,446.0,207.0
2025-11-15,14740.18,340.0,151.0
2025-11-16,17878.47,388.0,160.0
2025-11-17,18482.98,412.0,164.0
2025-11-18,20636.26,464.0,204.0
2025-11-19,20856.15,463.0,195.0
2025-11-20,23511.77,536.0,232.0
2025-11-21,23426.24,501.0,200.0
2025-11-22,18010.82,428.0,183.0
2025-11-23,15181.4,324.0,139.0
2025-11-24,18466.28,406.0,173.0
2025-11-25,20938.34,450.0,205.0
2025-11-26,22750.67,509.0,220.0
2025-11-27,24671.3,527.0,223.0
2025-11-28,18698.93,472.0,199.0
2025-11-29,19278.68,432.0,177.0
2025-11-30,14542.81,361.0,146.0
2025-12-01,18536.05,426.0,183.0
2025-12-02,17986.0,441.0,186.0
2025-12-03,22479.67,493.0,202.0
2025-12-04,21634.23,501.0,224.0
2025-12-05,23126.87,506.0,205.0
2025-12-06,15134.79,344.0,144.0
2025-12-07,17921.64,384.0,151.0
2025-12-08,19729.13,466.0,188.0
2025-12-09,21334.46,447.0,188.0
2025-12-10,26980.69,611.0,255.0
2025-12-11,23071.63,535.0,237.0
2025-12-12,21821.12,450.0,200.0
2025-12-13,18446.02,422.0,194.0
2025-12-14,16651.08,401.0,176.0
2025-12-15,17040.45,383.0,156.0
2025-12-16,18501.1,436.0,198.0
2025-12-17,23666.11,523.0,232.0
2025-12-18,23849.08,538.0,236.0
2025-12-19,19666.29,453.0,203.0
2025-12-20,17612.72,384.0,172.0
2025-12-21,13937.44,300.0,142.0
2025-12-22,17950.03,387.0,167.0
2025-12-23,19028.85,415.0,185.0
2025-12-24,23044.99,510.0,227.0
2025-12-25,22826.3,524.0,225.0
2025-12-26,26021.84,586.0,244.0
2025-12-27,16709.86,394.0,169.0
2025-12-28,18547.01,412.0,177.0
2025-12-29,18777.92,410.0,169.0
2025-12-30,18908.92,437.0,195.0
2025-12-31,21733.98,497.0,204.0
2026-01-01,28015.739999999998,632.0,262.0
2026-01-02,19299.94,420.0,188.0
2026-01-03,18332.65,396.0,178.0
2026-01-04,17761.01,393.0,161.0
2026-01-05,16713.53,341.0,145.0
2026-01-06,21453.31,442.0,190.0
2026-01-07,26031.54,580.0,234.0
2026-01-08,23912.01,496.0,226.0
2026-01-09,20640.13,460.0,194.0
2026-01-10,19231.02,448.0,189.0
2026-01-11,16050.28,363.0,165.0
2026-01-12,16675.7,355.0,158.0
2026-01-13,18693.15,442.0,187.0
2026-01-14,24431.51,548.0,240.0
2026-01-15,22191.7,510.0,232.0
2026-01-16,22150.32,518.0,221.0
2026-01-17,20752.2,428.0,177.0
2026-01-18,17340.88,371.0,158.0
2026-01-19,16330.24,364.0,148.0
2026-01-20,18957.7,416.0,177.0
2026-01-21,22779.1,500.0,211.0
2026-01-22,26402.1,604.0,253.0
2026-01-23,25193.6,524.0,220.0
2026-01-24,17912.02,384.0,166.0
2026-01-25,17927.1,371.0,154.0
2026-01-26,18213.33,419.0,173.0
2026-01-27,22466.09,449.0,199.0
2026-01-28,26032.5,567.0,237.0
2026-01-29,22648.17,497.0,211.0
2026-01-30,23456.69,514.0,209.0
2026-01-31,17767.61,397.0,183.0
2026-02-01,18315.87,396.0,162.0
2026-02-02,19046.6,432.0,175.0
2026-02-03,18472.81,412.0,181.0
2026-02-04,23010.76,505.0,211.0
2026-02-05,25445.61,588.0,256.0
2026-02-06,21177.57,494.0,210.0
2026-02-07,19404.69,389.0,158.0
2026-02-08,18466.39,391.0,160.0
2026-02-09,18263.55,403.0,172.0
2026-02-10,19346.11,441.0,182.0
2026-02-11,21659.61,492.0,211.0
2026-02-12,21036.54,461.0,197.0
2026-02-13,22489.97,499.0,211.0
2026-02-14,18443.69,408.0,184.0
2026-02-15,17883.88,367.0,163.0
2026-02-16,14888.36,312.0,142.0
2026-02-17,19979.82,427.0,179.0
2026-02-18,20475.2,429.0,183.0
2026-02-19,20024.47,457.0,205.0
2026-02-20,20031.11,430.0,181.0
2026-02-21,20840.08,449.0,196.0
2026-02-22,17378.03,368.0,165.0
2026-02-23,15599.08,335.0,138.0
2026-02-24,21643.32,506.0,210.0
2026-02-25,22719.33,504.0,217.0
2026-02-26,21312.76,490.0,212.0
2026-02-27,20693.85,451.0,201.0
2026-02-28,14889.18,365.0,155.0
2026-03-01,15675.56,366.0,158.0
2026-03-02,14265.85,322.0,148.0
2026-03-03,17505.05,401.0,174.0
2026-03-04,24122.05,502.0,211.0
2026-03-05,20363.0,475.0,213.0
2026-03-06,17473.38,377.0,171.0
2026-03-07,18840.61,394.0,162.0
2026-03-08,13282.76,314.0,141.0
2026-03-09,16319.46,344.0,152.0
2026-03-10,19001.8,407.0,172.0
2026-03-11,22889.0,508.0,217.0
2026-03-12,26036.41,574.0,219.0
2026-03-13,21966.86,494.0,221.0
2026-03-14,15634.539999999999,371.0,177.0
2026-03-15,17052.79,361.0,161.0
2026-03-16,15810.32,352.0,157.0
2026-03-17,15718.74,349.0,148.0
2026-03-18,19969.6,432.0,200.0
2026-03-19,19187.03,449.0,193.0
2026-03-20,21780.09,465.0,195.0
